Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-09-08;65;87;Apolo;370;1921;261;748;429;274;8;Não
2016-10-23;65;83;Apolo;1033;1048;625;795;244;1981;218;Não
2016-12-01;62;77;Apolo;1011;1676;1067;583;1424;1244;136;Não
2016-11-16;67;88;Apolo;1417;955;1741;904;1305;1257;9;Não
2016-12-28;65;78;Apolo;1938;1088;1090;1978;401;300;66;Não
2016-03-06;61;78;Apolo;1673;409;406;1184;1285;471;25;Não
2016-05-17;64;80;Apolo;315;1515;461;1429;1100;1657;21;Não
2016-01-21;66;77;Apolo;1166;1611;1402;1114;1576;1315;36;Não
2016-07-07;62;83;Apolo;1730;1546;1520;1759;883;1150;294;Não
2016-07-01;61;90;Apolo;1868;521;1164;1142;404;819;144;Não
2016-04-11;62;87;Apolo;1383;1199;1058;1529;1788;873;1;Não
2016-11-10;64;86;Apolo;1838;1232;1963;183;1539;350;5;Não
2016-08-06;62;84;Apolo;266;1013;642;1588;560;919;18;Não
2016-03-15;62;80;Apolo;340;1241;1455;1372;1797;1995;60;Não
2016-12-19;64;79;Apolo;1616;313;1591;579;885;1799;43;Não
2016-12-07;65;84;Apolo;1502;1319;884;483;426;938;9;Não
2016-12-31;65;79;Apolo;494;1364;1804;1151;1971;1779;37;Não
2016-07-28;60;81;Apolo;1190;543;1861;436;682;1469;59;Não
2016-07-07;61;93;Apolo;874;688;1096;1323;1244;1380;292;Não
2016-08-21;68;92;Apolo;1551;1651;994;974;1347;352;200;Não
2016-04-08;63;83;Apolo;1166;1024;869;1830;1319;874;18;Não
2016-05-20;66;83;Apolo;171;1946;2011;397;1613;973;13;Não
2016-11-22;60;87;Apolo;904;1039;423;454;1695;1724;117;Não
2016-12-25;64;84;Apolo;640;752;1821;304;1560;854;25;Não
2016-01-21;67;81;Apolo;719;835;1400;697;645;290;40;Não
2016-07-16;66;87;Apolo;1318;1859;1921;538;757;767;15;Não
2016-01-24;67;78;Apolo;685;1969;1379;1851;424;200;38;Não
2016-04-17;60;79;Apolo;1250;1909;1507;1625;945;1879;140;Não
2016-05-08;68;82;Apolo;605;813;1492;1049;1111;806;75;Não
2016-12-07;66;81;Apolo;271;625;1486;181;1214;618;6;Não
2016-04-14;63;82;Apolo;1364;796;454;963;514;903;68;Não
2016-07-16;64;82;Apolo;1818;264;1868;960;1378;635;12;Não
2016-06-13;64;85;Apolo;1494;224;273;1039;247;966;168;Não
2016-07-16;60;83;Apolo;878;1492;1169;239;269;759;11;Não
2016-03-09;60;75;Apolo;1681;1274;1077;1158;1901;1179;6;Não
2016-08-09;62;88;Apolo;572;1051;233;1464;1754;1687;92;Não
2016-10-26;63;82;Apolo;1280;1336;519;1383;1042;1740;287;Não
2016-10-20;65;91;Apolo;967;207;1250;1147;177;1286;145;Não
2016-06-22;64;87;Apolo;840;1111;1995;249;1659;1359;69;Não
2016-02-26;60;82;Apolo;1642;1088;1097;458;1961;1022;27;Não
2016-03-09;66;76;Apolo;1660;641;873;1147;974;1032;5;Não
2016-12-19;60;82;Apolo;1242;329;1851;491;668;989;49;Não
2016-07-04;61;86;Apolo;1173;1733;1873;1167;204;1060;216;Não
2016-01-03;63;85;Apolo;1868;1784;1851;1165;1980;301;140;Não
2016-01-30;62;76;Apolo;495;767;813;656;1316;1811;3;Não
2016-11-13;63;81;Apolo;663;1482;570;1597;409;1352;79;Não
2016-09-26;60;89;Apolo;1406;1939;1005;1631;1727;923;9;Não
2016-09-20;61;84;Apolo;739;584;1376;1139;1675;1526;5;Não
2016-08-15;62;95;Apolo;1889;1899;1894;1479;316;1132;58;Não
2016-07-13;67;82;Apolo;1064;1325;779;1227;1629;180;62;Não
2016-10-14;61;92;Apolo;1192;1025;1320;1833;1486;1743;123;Não
2016-03-12;67;75;Apolo;732;240;916;1161;179;719;58;Não
2016-08-27;68;94;Apolo;875;1957;1744;216;1957;1459;111;Não
2016-11-10;63;77;Apolo;1300;1464;1271;723;929;781;4;Não
2016-09-17;64;92;Apolo;651;849;474;717;2011;848;213;Não
2016-09-11;66;85;Apolo;1416;474;810;1689;1604;1171;67;Não
2016-04-05;63;81;Apolo;372;1129;1093;650;1438;1117;64;Não
2016-12-04;65;84;Apolo;1558;627;261;1344;229;252;2;Não
2016-01-24;66;83;Apolo;1080;672;1599;420;1791;1786;39;Não
2016-08-27;61;84;Apolo;1447;1326;331;1629;1562;957;110;Não
2016-11-22;60;81;Apolo;1334;1845;364;1714;1793;1698;116;Não
2016-02-02;66;76;Apolo;1062;1274;718;989;242;334;72;Não
2016-11-25;67;85;Apolo;426;629;1599;771;1614;1855;186;Não
2016-09-26;65;83;Apolo;227;1051;215;1236;1864;879;13;Não
2016-05-11;62;88;Apolo;1989;1450;1603;2006;1463;1334;153;Não
2016-07-04;64;82;Apolo;314;640;1969;1923;714;1883;217;Não
2016-05-20;63;82;Apolo;1913;1005;724;304;1640;1490;17;Não
2016-06-01;63;88;Apolo;1508;523;1543;1218;602;242;11;Não
2016-08-03;68;89;Apolo;454;1416;673;694;1399;754;44;Não
2016-02-20;60;78;Apolo;1026;1955;1558;1553;1553;470;51;Não
2016-07-07;63;87;Apolo;2006;1728;779;1853;414;570;293;Não
2016-05-05;61;88;Apolo;723;1389;833;1615;1791;1336;6;Não
2016-12-31;66;80;Apolo;737;162;430;1293;2003;1228;40;Não
2016-11-16;67;80;Apolo;1053;1710;1398;864;535;1001;11;Não
2016-10-08;68;85;Apolo;1305;1485;533;1363;627;931;1;Não
2016-11-07;65;85;Apolo;341;869;659;789;1768;1015;47;Não
2016-11-01;61;84;Apolo;1768;1252;778;1207;1375;1335;137;Não
2016-10-20;63;88;Apolo;1549;1211;1631;1413;1149;1840;146;Não
2016-02-20;68;85;Apolo;1816;507;884;2003;1870;1863;49;Não
2016-01-09;62;82;Apolo;1525;1741;1285;1124;876;1688;50;Não
2016-08-18;62;83;Apolo;440;1751;1985;1006;756;637;124;Não
2016-09-02;60;91;Apolo;664;414;1086;474;2008;157;21;Não
2016-10-20;65;86;Apolo;1306;1724;1183;1604;646;1718;143;Não
2016-05-11;60;77;Apolo;1249;757;390;914;667;362;146;Não
2016-11-19;62;88;Apolo;1632;209;427;805;1528;619;44;Não
2016-10-23;65;90;Apolo;1320;1528;1569;1525;875;1949;221;Não
2016-01-24;64;83;Apolo;1053;530;1598;742;895;1105;42;Não
2016-06-07;65;79;Apolo;870;640;1765;713;949;884;21;Não
2016-04-14;62;87;Apolo;1434;1329;762;1865;1708;353;73;Não
2016-09-26;63;90;Apolo;577;1295;1713;1841;1433;539;8;Não
2016-11-07;60;83;Apolo;274;1449;1201;1848;1581;1013;46;Não
2016-03-18;62;86;Apolo;1206;359;387;1751;1982;167;18;Não
2016-10-17;66;82;Apolo;957;516;196;964;1001;1133;71;Não
2016-03-18;61;78;Apolo;1000;459;1263;663;969;498;19;Não
2016-02-26;66;79;Apolo;605;207;529;1013;245;801;25;Não
2016-12-16;66;81;Apolo;1337;1156;159;156;593;1159;10;Não
2016-05-14;66;79;Apolo;1510;1005;899;531;546;765;41;Não
2016-05-17;61;82;Apolo;1377;417;1251;1462;1770;1586;17;Não
2016-10-05;66;83;Apolo;752;724;506;1298;1260;1541;48;Não
2016-11-28;61;77;Apolo;1870;1375;1962;1998;804;1696;64;Não
2016-10-05;68;81;Apolo;1643;290;873;1186;215;1105;45;Não
2016-11-04;62;86;Apolo;277;1384;1800;1017;977;1561;14;Não
2016-02-05;67;83;Apolo;1581;848;761;1094;463;558;147;Não
2016-07-22;63;83;Apolo;810;554;764;950;822;1558;160;Não
2016-01-03;62;85;Apolo;359;1423;1616;377;967;582;144;Não
2016-08-03;68;85;Apolo;795;291;1232;1928;952;391;42;Não
2016-11-01;66;81;Apolo;991;861;1052;1956;1987;1216;136;Não
2016-04-05;64;85;Apolo;462;352;1788;1764;201;1155;59;Não
2016-04-20;67;77;Apolo;675;1161;589;337;285;1749;212;Não
2016-08-03;73;89;Apolo;516;1350;1293;1715;1714;857;47;Não
2016-02-17;63;79;Apolo;2002;1294;1890;997;766;1675;17;Não
2016-03-12;65;83;Apolo;1388;566;558;621;572;974;63;Não
2016-06-16;65;87;Apolo;1049;975;1312;1497;1972;480;239;Não
2016-09-05;67;82;Apolo;1312;1873;208;631;324;1778;17;Não
2016-10-17;65;82;Apolo;1129;1318;630;1583;546;548;70;Não
2016-12-22;66;75;Apolo;755;1049;588;375;836;617;117;Não
2016-09-05;64;88;Apolo;1116;754;427;1170;449;1411;19;Não
2016-10-29;61;77;Apolo;1083;1287;1157;164;1707;472;66;Não
2016-06-25;66;90;Apolo;854;1373;1240;1330;1989;1348;1;Não
2016-07-28;60;83;Apolo;1051;1353;588;869;976;1390;60;Não
2016-12-22;63;81;Apolo;862;893;211;1548;440;855;115;Não
2016-07-10;66;85;Apolo;1713;1757;1569;514;1884;444;64;Não
2016-03-21;62;85;Apolo;1361;390;946;1787;1892;1606;26;Não
2016-02-17;64;75;Apolo;634;678;1274;461;1240;1039;15;Não
2016-10-02;60;83;Apolo;359;1269;1549;423;440;1143;29;Não
2016-06-01;62;77;Apolo;468;968;481;1249;1933;1888;7;Não
2016-04-20;61;81;Apolo;1468;1922;1792;900;1219;860;214;Não
2016-06-25;66;82;Apolo;1243;1520;1979;1551;1226;872;3;Não
2016-03-30;66;83;Apolo;842;1647;1655;1394;1735;1655;98;Não
2016-02-26;66;82;Apolo;953;570;1906;208;890;962;28;Não
2016-11-22;63;83;Apolo;1288;1426;771;809;1309;1646;114;Não
2016-09-02;67;86;Apolo;1354;403;353;265;1664;1139;24;Não
2016-05-20;60;80;Apolo;226;1886;999;571;275;1557;14;Não
2016-08-18;62;95;Apolo;272;1459;865;863;1519;690;129;Não
2016-12-01;60;80;Apolo;1985;962;735;1425;611;411;4;Não
2016-01-27;66;76;Apolo;584;1916;1551;748;804;1315;20;Não
2016-12-07;66;78;Apolo;1181;1979;1118;1958;459;221;7;Não
2016-10-14;66;86;Apolo;1958;1363;875;473;1041;1962;1;Não
2016-03-24;67;79;Apolo;1030;1366;285;1979;1828;1213;38;Não
2016-09-29;61;82;Apolo;454;1697;1474;1128;740;1027;49;Não
2016-12-10;66;85;Apolo;698;1877;512;1203;1011;173;47;Não
2016-03-06;65;76;Apolo;949;790;1873;1829;1288;296;28;Não
2016-03-18;60;77;Apolo;247;1246;881;1452;747;1024;23;Não
2016-08-12;64;85;Apolo;1474;839;1377;969;804;1023;158;Não
2016-06-25;67;91;Apolo;1415;294;204;1877;458;1909;5;Não
2016-08-18;65;88;Apolo;434;1981;1531;792;1990;294;127;Não
2016-07-31;65;84;Apolo;1612;1751;494;607;1252;1699;135;Não
2016-11-04;67;88;Apolo;1844;2002;811;1492;1007;278;16;Não
2016-05-23;63;82;Apolo;243;454;1643;1335;546;1255;11;Não
2016-01-12;66;77;Apolo;702;991;1180;1600;1758;1966;40;Não
2016-07-25;62;81;Apolo;815;674;1155;1396;1608;1659;7;Não
2016-10-11;67;81;Apolo;1733;888;1005;675;1870;529;56;Não
2016-02-02;64;75;Apolo;1652;1946;1572;1754;848;218;74;Não
2016-03-30;65;78;Apolo;1354;1791;799;825;1138;1165;95;Não
2016-09-14;66;85;Apolo;1282;1702;835;1020;278;1086;139;Não
2016-02-05;66;83;Apolo;1821;1384;1086;699;761;549;146;Não
2016-11-04;60;86;Apolo;592;808;187;255;1689;1041;12;Não
2016-06-16;66;84;Apolo;570;1244;2000;1152;973;1435;238;Não
2016-03-21;61;88;Apolo;1184;998;1656;1919;788;1297;31;Não
2016-07-01;68;93;Apolo;1049;827;1082;418;583;861;151;Não
2016-02-23;66;85;Apolo;208;769;547;160;375;353;119;Não
2016-08-03;67;82;Apolo;1884;1928;1753;1867;1236;1212;43;Não
2016-11-16;60;77;Apolo;601;1995;1541;450;1608;1527;12;Não
2016-10-26;61;85;Apolo;1406;338;1367;1187;1365;542;288;Não
2016-07-04;62;81;Apolo;1321;1837;702;1599;793;1804;221;Não
2016-01-03;68;76;Apolo;981;1495;1134;1053;1488;541;143;Não
2016-08-06;63;85;Apolo;1805;232;926;1736;769;727;15;Não
2016-12-28;66;82;Apolo;1889;871;2002;619;874;1097;68;Não
2016-05-26;66;84;Apolo;362;1788;1149;1782;1637;246;18;Não
2016-12-01;60;65;Apolo;1433;1610;1537;512;893;435;137;Não
2016-05-17;67;79;Apolo;1840;1704;519;648;337;1889;20;Não
2016-06-25;60;92;Apolo;302;956;250;261;1320;1814;6;Não
2016-04-11;60;87;Apolo;548;1874;1453;324;1334;410;83;Não
2016-01-27;66;77;Apolo;998;1981;186;1384;169;840;22;Não
2016-08-09;63;82;Apolo;1067;1771;247;1960;559;1918;93;Não
2016-02-11;60;83;Apolo;1183;1052;1894;1869;1602;1734;11;Não
2016-02-20;67;81;Apolo;841;583;1667;1896;1981;1315;48;Não
2016-03-15;60;80;Apolo;170;388;271;1125;1589;1706;64;Não
2016-02-23;62;78;Apolo;633;1070;854;178;161;1252;117;Não
2016-02-29;64;78;Apolo;1628;495;918;1113;1390;1243;59;Não
2016-04-26;61;79;Apolo;1245;501;1163;929;1431;1177;359;Não
2016-04-14;62;80;Apolo;1836;1545;847;424;1486;1594;72;Não
2016-02-14;61;80;Apolo;536;1883;295;976;1351;1466;20;Não
2016-05-02;67;84;Apolo;1137;1473;1995;1275;1271;276;117;Não
2016-06-04;63;78;Apolo;463;389;1292;1327;619;592;28;Não
2016-12-22;65;79;Apolo;164;1719;583;1779;1911;1836;119;Não
2016-01-12;64;77;Apolo;907;1504;1545;1232;1402;1137;38;Não
2016-06-04;64;84;Apolo;1279;173;696;1221;241;1701;30;Não
2016-08-24;65;89;Apolo;1224;386;643;846;211;1581;38;Não
2016-04-17;63;84;Apolo;1177;1060;1526;1332;1680;1109;144;Não
2016-04-11;67;85;Apolo;1632;1972;1073;1259;1237;1843;1;Não
2016-08-24;61;88;Apolo;234;1310;1006;1473;1042;1346;40;Não
2016-09-26;60;80;Apolo;1722;521;1079;1130;1811;1783;12;Não
2016-08-30;66;94;Apolo;273;309;291;1459;943;1850;180;Não
2016-07-22;66;93;Apolo;2010;1677;1243;1381;290;971;155;Não
2016-12-25;63;94;Apolo;792;806;937;795;602;835;1;Sim
2016-11-25;67;99;Apolo;1458;1951;1166;1636;840;937;1;Sim
2016-07-10;73;72;Apolo;1745;1709;554;1618;1140;1620;65;Sim
2016-10-08;73;77;Apolo;1079;568;1492;691;191;587;1;Sim
2016-04-11;71;73;Apolo;550;269;724;1873;511;915;2;Sim
2016-10-08;71;74;Apolo;666;1311;1730;1819;443;370;1;Sim
2016-09-17;69;74;Apolo;949;1662;883;1042;869;848;1;Sim
2016-12-04;68;85;Apolo;646;1233;846;1805;753;686;70;Sim
2016-09-08;69;85;Apolo;1360;1388;1611;924;920;796;1;Sim
2016-01-30;69;74;Apolo;983;1063;1750;1486;874;871;1;Sim
2016-10-08;70;69;Apolo;379;1984;1950;498;166;514;1;Sim
2016-07-10;72;75;Apolo;1789;1834;565;1794;1055;1475;1;Sim
2016-10-14;68;87;Apolo;1655;1649;1536;730;982;1037;125;Sim
2016-01-18;62;84;Apolo;886;1854;1363;1153;615;890;1;Sim
2016-11-07;70;96;Apolo;1987;1750;1093;903;648;983;48;Sim
2016-09-17;72;65;Apolo;1833;1566;1778;1707;792;737;1;Sim
2016-09-08;84;75;Apolo;1958;1453;1269;1203;870;933;1;Sim
2016-10-08;72;72;Apolo;323;1272;405;1346;1100;220;118;Sim
2016-11-07;76;60;Apolo;1256;1828;1916;1554;907;666;1;Sim
2016-01-18;67;63;Apolo;1749;827;693;1028;910;597;1;Sim
2016-01-30;82;67;Apolo;1185;1318;1231;1519;967;552;1;Sim
2016-01-30;66;70;Apolo;1130;1141;1304;1139;991;970;1;Sim
2016-01-21;73;71;Apolo;1722;1337;1254;1881;979;771;42;Sim
2016-12-01;69;96;Apolo;1558;1921;1877;1184;830;841;138;Sim
2016-12-25;74;99;Apolo;1766;1762;785;1732;768;598;1;Sim
2016-06-25;62;81;Apolo;784;1645;1360;1008;887;697;37;Sim
2016-12-25;80;71;Apolo;1928;1414;856;1757;888;780;1;Sim
2016-10-08;69;75;Apolo;1859;1349;1077;1597;1197;535;1;Sim
2016-09-08;83;89;Apolo;644;1642;988;1747;993;945;1;Sim
2016-11-25;64;77;Apolo;1533;1184;1271;1330;702;574;190;Sim
2016-09-08;83;79;Apolo;1296;1607;931;1868;682;820;10;Sim
2016-11-25;79;87;Apolo;1587;1313;1407;1069;684;793;1;Sim
2016-04-11;72;71;Apolo;1900;160;715;1519;1274;955;1;Sim
2016-01-30;72;66;Apolo;638;1374;871;1358;942;628;30;Sim
2016-11-25;82;79;Apolo;1568;1547;746;1594;612;695;1;Sim
2016-04-11;71;69;Apolo;1323;971;507;1098;1117;1224;84;Sim
2016-12-25;79;88;Apolo;1632;1019;1111;1556;633;850;27;Sim
2016-01-18;65;65;Apolo;1692;1570;1604;1054;674;979;135;Sim
2016-03-09;67;76;Apolo;177;1795;1976;1450;669;228;7;Sim
2016-09-17;85;75;Apolo;642;1725;1879;1317;706;591;215;Sim
2016-04-11;72;72;Apolo;742;766;1226;1177;1473;785;1;Sim
2016-02-15;60;79;Aquiles;364;221;1811;1837;1773;1862;43;Não
2016-12-29;60;79;Aquiles;1820;1204;1845;1607;1389;1331;95;Não
2016-02-09;66;84;Aquiles;828;1496;1931;799;663;875;237;Não
2016-01-22;63;77;Aquiles;754;1111;1013;1252;1119;1614;25;Não
2016-01-19;68;76;Aquiles;1764;594;490;220;1591;1794;11;Não
2016-01-13;65;78;Aquiles;407;955;1856;1593;1995;1387;12;Não
2016-07-14;65;92;Aquiles;617;656;778;776;1341;294;87;Não
2016-03-01;62;79;Aquiles;385;327;1338;1179;155;590;77;Não
2016-11-20;61;87;Aquiles;887;630;162;322;1986;416;70;Não
2016-03-19;63;85;Aquiles;1613;1745;1185;2006;1708;1626;42;Não
2016-06-02;66;80;Aquiles;281;1897;1133;1362;1270;1066;32;Não
2016-05-09;67;87;Aquiles;1899;395;860;389;874;295;99;Não
2016-08-31;68;94;Aquiles;1787;166;1690;1666;1342;1213;202;Não
2016-08-07;65;87;Aquiles;585;1027;731;1766;1574;430;40;Não
2016-07-23;64;85;Aquiles;285;1572;1470;1467;732;1234;182;Não
2016-12-05;63;77;Aquiles;1903;375;310;798;1212;1532;24;Não
2016-11-29;67;76;Aquiles;1357;916;778;1465;840;1857;89;Não
2016-06-11;64;78;Aquiles;156;354;1361;217;1458;1870;115;Não
2016-05-24;62;79;Aquiles;1434;889;822;1318;1996;1935;39;Não
2016-12-02;68;75;Aquiles;1906;581;239;1968;1847;1433;27;Não
2016-09-15;67;84;Aquiles;1596;616;412;1992;1649;460;164;Não
2016-01-28;64;83;Aquiles;1852;720;1506;727;1653;361;48;Não
2016-07-26;63;85;Aquiles;1836;563;1677;1703;1048;789;16;Não
2016-07-05;65;85;Aquiles;360;217;190;1363;997;1658;242;Não
2016-09-30;62;83;Aquiles;530;1480;875;274;1523;1535;76;Não
2016-11-20;66;87;Aquiles;1706;1443;969;282;961;775;71;Não
2016-08-07;67;90;Aquiles;1629;1491;835;1291;1751;1732;43;Não
2016-12-05;63;83;Aquiles;1776;1937;1787;1270;1123;771;29;Não
2016-11-08;66;81;Aquiles;1984;708;783;164;179;1746;28;Não
2016-06-11;62;88;Aquiles;1370;1095;872;439;1700;1314;116;Não
2016-01-28;60;84;Aquiles;1841;1636;1717;903;742;572;47;Não
2016-03-07;68;77;Aquiles;1413;560;774;1662;1269;993;46;Não
2016-01-16;62;77;Aquiles;1273;1973;595;603;505;953;85;Não
2016-10-18;63;90;Aquiles;536;1132;355;1729;863;1437;99;Não
2016-02-24;66;85;Aquiles;890;429;1005;1603;473;1753;142;Não
2016-07-08;65;83;Aquiles;1268;1441;840;1719;1404;1439;15;Não
2016-04-30;62;79;Aquiles;1371;1413;1399;665;1158;1689;65;Não
2016-04-21;66;86;Aquiles;373;493;2007;1996;423;442;236;Não
2016-11-29;64;75;Aquiles;161;1418;337;739;1123;1619;94;Não
2016-11-20;62;89;Aquiles;1625;1556;654;386;1317;952;67;Não
2016-05-18;65;80;Aquiles;500;1643;699;887;1173;678;22;Não
2016-05-09;66;87;Aquiles;1849;1480;1429;427;1632;337;103;Não
2016-11-08;65;85;Aquiles;2009;1309;1917;1245;1239;683;23;Não
2016-01-01;67;82;Aquiles;291;846;334;706;1086;256;90;Não
2016-07-23;68;86;Aquiles;380;1779;1250;1540;1148;936;178;Não
2016-03-31;60;81;Aquiles;1946;1685;1474;521;587;1255;18;Não
2016-11-14;63;88;Aquiles;1036;388;1589;296;172;286;99;Não
2016-10-03;62;84;Aquiles;1149;821;190;1229;1794;815;54;Não
2016-05-09;60;78;Aquiles;320;412;642;792;722;1835;98;Não
2016-09-15;65;95;Aquiles;1453;1757;1305;1707;1680;1292;162;Não
2016-07-26;68;81;Aquiles;477;745;325;310;865;990;15;Não
2016-07-20;68;91;Aquiles;1845;786;1538;1540;1485;613;108;Não
2016-11-17;64;87;Aquiles;1157;1015;949;579;1659;964;1;Não
2016-04-24;66;83;Aquiles;1766;400;1846;1859;696;557;313;Não
2016-01-10;66;80;Aquiles;1478;840;1314;659;561;167;72;Não
2016-03-13;66;82;Aquiles;1899;1062;270;458;166;881;11;Não
2016-01-16;66;82;Aquiles;1328;709;854;1812;1505;855;87;Não
2016-03-04;65;75;Aquiles;197;1770;1968;1651;1302;547;13;Não
2016-10-12;68;88;Aquiles;524;722;1133;237;1163;1191;75;Não
2016-02-27;64;83;Aquiles;2008;987;1754;1118;326;1875;7;Não
2016-04-03;64;88;Aquiles;1417;1837;458;1044;1184;1213;12;Não
2016-05-03;62;83;Aquiles;1795;996;1068;1735;1202;572;140;Não
2016-02-21;67;78;Aquiles;414;864;1388;1837;1260;578;70;Não
2016-02-27;63;83;Aquiles;1291;194;770;642;652;1594;9;Não
2016-08-10;66;93;Aquiles;1533;689;1712;511;1725;1999;111;Não
2016-02-27;65;78;Aquiles;1893;888;297;881;940;1454;11;Não
2016-09-24;64;85;Aquiles;1928;1871;386;1130;1946;1888;100;Não
2016-11-26;61;80;Aquiles;1713;770;1316;544;1619;1572;20;Não
2016-10-09;64;80;Aquiles;1473;873;1100;1620;1822;1013;5;Não
2016-11-23;60;80;Aquiles;940;2009;914;1108;1392;1957;142;Não
2016-05-30;63;83;Aquiles;1197;1290;1984;1401;1849;254;65;Não
2016-09-27;68;81;Aquiles;904;898;968;1819;1030;770;6;Não
2016-07-05;67;85;Aquiles;207;1633;1984;402;1130;168;245;Não
2016-07-02;64;82;Aquiles;452;1380;1866;1597;301;1979;168;Não
2016-03-13;66;79;Aquiles;696;945;1044;1316;1902;1546;16;Não
2016-09-24;68;86;Aquiles;1573;194;866;1269;1150;316;99;Não
2016-07-11;60;88;Aquiles;1328;220;605;1541;1975;617;17;Não
2016-08-31;60;88;Aquiles;1285;1784;223;1547;333;1960;206;Não
2016-06-08;64;78;Aquiles;1441;1426;699;1271;1797;1261;41;Não
2016-03-28;63;79;Aquiles;1537;235;402;395;1804;788;52;Não
2016-07-23;65;92;Aquiles;1071;780;1186;214;1952;923;179;Não
2016-05-15;63;77;Aquiles;716;1754;289;1898;886;1210;71;Não
2016-11-05;60;89;Aquiles;942;890;358;663;1809;1919;1;Não
2016-11-02;64;79;Aquiles;1907;262;678;795;652;1964;163;Não
2016-02-18;64;78;Aquiles;230;1273;496;1291;1266;1948;1;Não
2016-02-24;63;82;Aquiles;1554;189;897;512;843;349;144;Não
2016-07-29;67;82;Aquiles;1218;1416;1239;795;986;743;82;Não
2016-01-25;64;77;Aquiles;396;407;898;1009;1986;700;60;Não
2016-01-22;68;83;Aquiles;1781;1878;745;1508;394;1815;19;Não
2016-10-21;61;84;Aquiles;978;827;1252;1084;1664;1735;169;Não
2016-05-27;60;87;Aquiles;768;1142;583;1031;1326;1294;46;Não
2016-06-02;67;87;Aquiles;959;1717;1103;1306;397;1883;35;Não
2016-04-18;65;87;Aquiles;665;1099;752;357;1201;1998;165;Não
2016-06-20;61;84;Aquiles;368;512;280;1900;1264;1665;19;Não
2016-08-28;65;88;Aquiles;1599;568;749;682;318;238;134;Não
2016-01-31;61;83;Aquiles;1815;1507;789;1522;1749;2003;27;Não
2016-01-13;66;84;Aquiles;1570;1931;644;565;832;1765;10;Não
2016-08-16;65;91;Aquiles;1878;589;778;1317;1084;1223;83;Não
2016-08-22;62;84;Aquiles;252;312;1127;1943;1535;1438;222;Não
2016-12-26;60;75;Aquiles;217;405;280;1869;366;1971;22;Não
2016-06-14;64;82;Aquiles;1605;400;1870;279;1176;1243;191;Não
2016-10-30;68;86;Aquiles;1258;436;597;1076;437;1158;88;Não
2016-08-22;60;89;Aquiles;368;1667;1990;643;1813;638;220;Não
2016-12-26;61;81;Aquiles;956;444;703;1084;343;1643;21;Não
2016-10-24;61;84;Aquiles;1140;1245;1624;401;1154;171;239;Não
2016-03-28;60;81;Aquiles;393;1305;1053;2005;1072;734;50;Não
2016-07-08;67;81;Aquiles;276;1919;845;664;597;1102;11;Não
2016-09-15;68;91;Aquiles;475;209;1110;1419;224;1532;163;Não
2016-01-10;67;79;Aquiles;1762;425;1081;1896;1159;1993;71;Não
2016-07-02;62;81;Aquiles;617;1224;1361;1043;1306;1153;175;Não
2016-12-17;66;82;Aquiles;414;2005;664;1009;187;1412;29;Não
2016-06-29;68;92;Aquiles;1413;265;756;1013;987;1274;100;Não
2016-02-09;62;79;Aquiles;948;1250;863;1371;542;316;242;Não
2016-09-12;67;87;Aquiles;679;163;1688;1209;1402;1646;95;Não
2016-11-20;61;85;Aquiles;235;802;944;1036;564;1928;69;Não
2016-04-06;66;83;Aquiles;274;536;659;1136;1425;1270;81;Não
2016-05-15;63;77;Aquiles;920;556;651;1777;178;1003;68;Não
2016-01-25;66;82;Aquiles;965;1758;516;1628;1291;1333;59;Não
2016-04-12;67;79;Aquiles;1829;463;1245;1454;1296;482;26;Não
2016-09-21;66;89;Aquiles;762;1688;1829;754;158;646;31;Não
2016-05-24;68;77;Aquiles;852;1474;885;1107;1298;1568;34;Não
2016-11-14;62;84;Aquiles;1416;1309;710;483;1066;1672;100;Não
2016-01-07;61;75;Aquiles;586;929;1322;652;1455;1827;67;Não
2016-02-12;68;85;Aquiles;1287;641;1595;1605;308;287;8;Não
2016-07-14;65;93;Aquiles;367;555;517;1934;773;1852;86;Não
2016-01-22;65;75;Aquiles;393;722;1431;979;1850;1316;23;Não
2016-09-21;65;89;Aquiles;1488;608;1394;542;1414;1366;32;Não
2016-06-26;61;90;Aquiles;614;1179;1276;915;1710;287;26;Não
2016-08-28;62;85;Aquiles;1640;1428;308;1750;1144;208;132;Não
2016-09-12;68;92;Aquiles;1137;920;618;1004;1203;1157;93;Não
2016-04-24;65;81;Aquiles;1193;1312;1098;402;1868;515;312;Não
2016-09-06;65;88;Aquiles;1545;1914;1295;546;613;1702;45;Não
2016-07-26;61;90;Aquiles;1205;1171;380;381;380;1766;11;Não
2016-09-27;62;81;Aquiles;1932;1247;2010;276;391;475;1;Não
